Year,Occupation Type,Occupation Sub-Type,Occupation Sub-Type2,Occupation,Gender,Numberofworkers,Medianweeklyearnings,Standarderrorofmedian
2016,Sales and office ,Sales and related ,"Sales representatives, services, all other",,Female,145,$826,63
2016,Sales and office ,Sales and related ,"Sales representatives, wholesale and manufacturing",,Female,302,$872,45
2016,Sales and office ,Sales and related ,"Models, demonstrators, and product promoters",,Female,6,–,–
2016,Sales and office ,Sales and related ,Real estate brokers and sales agents,,Female,284,$780,70
2016,Sales and office ,Sales and related ,Sales engineers,,Female,5,–,–
2016,Sales and office ,Sales and related ,Telemarketers,,Female,25,–,–
2016,Sales and office ,Sales and related ,"Door-to-door sales workers, news and street vendors, and related workers",,Female,11,–,–
2016,Sales and office ,Sales and related ,"Sales and related workers, all other",,Female,68,$709,73
2016,Sales and office ,Office and administrative support,,,Female,"9,913",$669,4
2016,Sales and office ,Office and administrative support,First-line supervisors of office and administrative support workers,,Female,819,$809,13
2016,Sales and office ,Office and administrative support,"Switchboard operators, including answering service",,Female,14,–,–
2016,Sales and office ,Office and administrative support,Telephone operators,,Female,31,–,–
2016,Sales and office ,Office and administrative support,"Communications equipment operators, all other",,Female,4,–,–
2016,Sales and office ,Office and administrative support,Bill and account collectors,,Female,105,$650,40
2016,Sales and office ,Office and administrative support,Billing and posting clerks,,Female,360,$660,13
2016,Sales and office ,Office and administrative support,"Bookkeeping, accounting, and auditing clerks",,Female,641,$716,13
2016,Sales and office ,Office and administrative support,Gaming cage workers,,Female,8,–,–
2016,Sales and office ,Office and administrative support,Payroll and timekeeping clerks,,Female,110,$785,30
2016,Sales and office ,Office and administrative support,Procurement clerks,,Female,16,–,–
2016,Sales and office ,Office and administrative support,Tellers,,Female,195,$539,13
2016,Sales and office ,Office and administrative support,"Financial clerks, all other",,Female,44,–,–
2016,Sales and office ,Office and administrative support,Brokerage clerks,,Female,1,–,–
2016,Sales and office ,Office and administrative support,Correspondence clerks,,Female,5,–,–
2016,Sales and office ,Office and administrative support,"Court, municipal, and license clerks",,Female,60,$681,144
2016,Sales and office ,Office and administrative support,"Credit authorizers, checkers, and clerks",,Female,33,–,–
2016,Sales and office ,Office and administrative support,Customer service representatives,,Female,"1,185",$623,9
2016,Sales and office ,Office and administrative support,"Eligibility interviewers, government programs",,Female,55,$735,48
2016,Sales and office ,Office and administrative support,File clerks,,Female,113,$680,21
2016,Sales and office ,Office and administrative support,"Hotel, motel, and resort desk clerks",,Female,66,$500,32
2016,Sales and office ,Office and administrative support,"Interviewers, except eligibility and loan",,Female,98,$634,28
2016,Sales and office ,Office and administrative support,"Library assistants, clerical",,Female,38,–,–
2016,Sales and office ,Office and administrative support,Loan interviewers and clerks,,Female,100,$756,17
2016,Sales and office ,Office and administrative support,New accounts clerks,,Female,21,–,–
2016,Sales and office ,Office and administrative support,Order clerks,,Female,45,–,–
2016,Sales and office ,Office and administrative support,"Human resources assistants, except payroll and timekeeping",,Female,32,–,–
2016,Sales and office ,Office and administrative support,Receptionists and information clerks,,Female,848,$581,7
2016,Sales and office ,Office and administrative support,Reservation and transportation ticket agents and travel clerks,,Female,56,$646,57
